,date,ticker,open,high,low,close,volume,count,wap
40,2024-06-18 14:58:50,FRST,9.63,9.63,9.63,9.63,0,0,9.63
41,2024-06-18 14:58:50,FLIC,9.63,9.63,9.63,9.63,0,0,9.63
42,2024-06-18 14:58:50,FISI,17.59,17.59,17.59,17.59,0,0,17.59
43,2024-06-18 14:58:50,OCFC,14.83,14.83,14.83,14.83,0,0,14.83
44,2024-06-18 14:58:50,CCS,80.32,80.32,80.32,80.32,0,0,80.32000000000001
45,2024-06-18 14:58:50,SFST,26.55,26.55,26.55,26.55,0,0,26.55
46,2024-06-18 14:58:50,LEN,148.72,148.72,148.72,148.72,0,0,148.72
47,2024-06-18 14:58:50,PPBI,21.07,21.07,21.07,21.07,0,0,21.07
48,2024-06-18 14:58:50,WSBC,26.56,26.56,26.56,26.56,0,0,26.560000000000002
49,2024-06-18 14:58:50,TCBK,37.15,37.15,37.15,37.15,0,0,37.15
50,2024-06-18 14:58:50,TCMD,11.49,11.49,11.49,11.49,0,0,11.49
51,2024-06-18 14:58:50,THFF,35.62,35.62,35.62,35.62,0,0,35.62
52,2024-06-18 14:58:50,MHO,120.59,120.59,120.59,120.59,0,0,120.59
53,2024-06-18 14:58:50,MTH,164.01,164.01,164.01,164.01,0,0,164.01
54,2024-06-18 14:58:50,CNOB,17.65,17.65,17.65,17.65,0,0,17.650000000000002
55,2024-06-18 14:58:50,CIVB,13.85,13.85,13.85,13.85,0,0,13.85
56,2024-06-18 14:58:50,CAC,31.93,31.93,31.93,31.93,0,0,31.93
57,2024-06-18 14:58:50,KBH,69.75,69.75,69.75,69.75,0,0,69.75
58,2024-06-18 14:58:50,MNTS,0.4905,0.4905,0.4905,0.4905,0,0,0.4905
59,2024-06-18 14:58:50,MYFW,17.13,17.13,17.13,17.13,0,0,17.13
60,2024-06-18 14:58:50,TPH,37.11,37.11,37.11,37.11,0,0,37.11
61,2024-06-18 14:58:50,TMHC,54.75,54.75,54.75,54.75,0,0,54.75
62,2024-06-18 14:58:50,TMP,45.11,45.11,45.11,45.11,0,0,45.11
63,2024-06-18 14:58:50,PHM,111.14,111.14,111.14,111.14,0,0,111.14
64,2024-06-18 14:58:55,DCOM,18.48,18.48,18.48,18.48,0,0,18.48
65,2024-06-18 14:58:55,IBTX,43.11,43.11,43.11,43.11,0,0,43.11
66,2024-06-18 14:58:55,LILAK,8.32,8.32,8.32,8.32,0,0,8.32
67,2024-06-18 14:58:55,LILA,8.29,8.29,8.29,8.29,0,0,8.290000000000001
68,2024-06-18 14:58:55,NWBI,10.87,10.87,10.87,10.87,0,0,10.870000000000001
69,2024-06-18 14:58:55,LEN,148.72,148.72,148.72,148.72,0,0,148.72
70,2024-06-18 14:58:55,FFIC,12.03,12.03,12.03,12.03,0,0,12.030000000000001
71,2024-06-18 14:58:55,FRME,31.74,31.74,31.74,31.74,0,0,31.740000000000002
72,2024-06-18 14:58:55,FRST,9.63,9.63,9.63,9.63,0,0,9.63
73,2024-06-18 14:58:55,FLIC,9.63,9.63,9.63,9.63,0,0,9.63
74,2024-06-18 14:58:55,FISI,17.59,17.59,17.59,17.59,0,0,17.59
75,2024-06-18 14:58:55,OCFC,14.83,14.83,14.83,14.83,0,0,14.83
76,2024-06-18 14:58:55,RBB,17.2,17.2,17.2,17.2,0,0,17.2
77,2024-06-18 14:58:55,CCS,80.32,80.32,80.32,80.32,0,0,80.32000000000001
78,2024-06-18 14:58:55,MHO,120.59,120.59,120.59,120.59,0,0,120.59
79,2024-06-18 14:58:55,MTH,164.01,164.01,164.01,164.01,0,0,164.01
80,2024-06-18 14:58:55,WSBC,26.56,26.56,26.56,26.56,0,0,26.560000000000002
81,2024-06-18 14:58:55,KBH,69.75,69.75,69.75,69.75,0,0,69.75
82,2024-06-18 14:58:55,SFST,26.55,26.55,26.55,26.55,0,0,26.55
83,2024-06-18 14:58:55,PPBI,21.07,21.07,21.07,21.07,0,0,21.07
84,2024-06-18 14:58:55,TCBK,37.15,37.15,37.15,37.15,0,0,37.15
85,2024-06-18 14:58:55,TCMD,11.49,11.49,11.49,11.49,0,0,11.49
86,2024-06-18 14:58:55,THFF,35.62,35.62,35.62,35.62,0,0,35.62
87,2024-06-18 14:58:55,CNOB,17.65,17.65,17.65,17.65,0,0,17.650000000000002
88,2024-06-18 14:58:55,CIVB,13.85,13.85,13.85,13.85,0,0,13.85
89,2024-06-18 14:58:55,CAC,31.93,31.93,31.93,31.93,0,0,31.93
90,2024-06-18 14:58:55,TPH,37.11,37.11,37.11,37.11,0,0,37.11
91,2024-06-18 14:58:55,TMHC,54.75,54.75,54.75,54.75,0,0,54.75
92,2024-06-18 14:58:55,TMP,45.11,45.11,45.11,45.11,0,0,45.11
93,2024-06-18 14:58:55,MNTS,0.4905,0.4905,0.4905,0.4905,0,0,0.4905
94,2024-06-18 14:58:55,MYFW,17.13,17.13,17.13,17.13,0,0,17.13
95,2024-06-18 14:58:55,PHM,111.14,111.14,111.14,111.14,0,0,111.14
96,2024-06-18 14:59:00,DCOM,18.48,18.48,18.48,18.48,0,0,18.48
97,2024-06-18 14:59:00,IBTX,43.11,43.11,43.11,43.11,0,0,43.11
98,2024-06-18 14:59:00,LILAK,8.32,8.32,8.32,8.32,0,0,8.32
99,2024-06-18 14:59:00,LILA,8.29,8.29,8.29,8.29,0,0,8.290000000000001
100,2024-06-18 14:59:00,NWBI,10.87,10.87,10.87,10.87,0,0,10.870000000000001
101,2024-06-18 14:59:00,RBB,17.2,17.2,17.2,17.2,0,0,17.2
102,2024-06-18 14:59:00,FFIC,12.03,12.03,12.03,12.03,0,0,12.030000000000001
103,2024-06-18 14:59:00,FRME,31.74,31.74,31.74,31.74,0,0,31.740000000000002
104,2024-06-18 14:59:00,FRST,9.63,9.63,9.63,9.63,0,0,9.63
105,2024-06-18 14:59:00,FLIC,9.63,9.63,9.63,9.63,0,0,9.63
106,2024-06-18 14:59:00,FISI,17.59,17.59,17.59,17.59,0,0,17.59
107,2024-06-18 14:59:00,OCFC,14.83,14.83,14.83,14.83,0,0,14.83
108,2024-06-18 14:59:00,SFST,26.55,26.55,26.55,26.55,0,0,26.55
109,2024-06-18 14:59:00,WSBC,26.56,26.56,26.56,26.56,0,0,26.560000000000002
110,2024-06-18 14:59:00,PPBI,21.07,21.07,21.07,21.07,0,0,21.07
111,2024-06-18 14:59:00,TCBK,37.15,37.15,37.15,37.15,0,0,37.15
112,2024-06-18 14:59:00,TCMD,11.49,11.49,11.49,11.49,0,0,11.49
113,2024-06-18 14:59:00,THFF,35.62,35.62,35.62,35.62,0,0,35.62
114,2024-06-18 14:59:00,CNOB,17.65,17.65,17.65,17.65,0,0,17.650000000000002
115,2024-06-18 14:59:00,CIVB,13.85,13.85,13.85,13.85,0,0,13.85
116,2024-06-18 14:59:00,CAC,31.93,31.93,31.93,31.93,0,0,31.93
117,2024-06-18 14:59:00,LEN,148.72,148.72,148.72,148.72,0,0,148.72
118,2024-06-18 14:59:00,CCS,80.32,80.32,80.32,80.32,0,0,80.32000000000001
119,2024-06-18 14:59:00,MNTS,0.4905,0.4905,0.4905,0.4905,0,0,0.4905
120,2024-06-18 14:59:00,MYFW,17.13,17.13,17.13,17.13,0,0,17.13
121,2024-06-18 14:59:00,MHO,120.59,120.59,120.59,120.59,0,0,120.59
122,2024-06-18 14:59:00,MTH,164.01,164.01,164.01,164.01,0,0,164.01
123,2024-06-18 14:59:00,KBH,69.7,69.7,69.7,69.7,100,1,69.7
124,2024-06-18 14:59:00,TPH,37.11,37.11,37.11,37.11,0,0,37.11
125,2024-06-18 14:59:00,TMHC,54.75,54.75,54.75,54.75,0,0,54.75
126,2024-06-18 14:59:00,TMP,45.11,45.11,45.11,45.11,0,0,45.11
127,2024-06-18 14:59:00,PHM,111.14,111.14,111.14,111.14,0,0,111.14
