,date,ticker,open,high,low,close,volume,count,wap
0,2024-06-18 14:58:45,CCS,80.32,80.32,80.32,80.32,0,0,80.32000000000001
1,2024-06-18 14:58:45,LEN,148.72,148.72,148.72,148.72,0,0,148.72
2,2024-06-18 14:58:45,DCOM,18.48,18.48,18.48,18.48,0,0,18.48
3,2024-06-18 14:58:45,IBTX,43.11,43.11,43.11,43.11,0,0,43.11
4,2024-06-18 14:58:45,MHO,120.59,120.59,120.59,120.59,0,0,120.59
5,2024-06-18 14:58:45,MTH,164.01,164.01,164.01,164.01,0,0,164.01
6,2024-06-18 14:58:45,LILAK,8.32,8.32,8.32,8.32,0,0,8.32
7,2024-06-18 14:58:45,LILA,8.29,8.29,8.29,8.29,0,0,8.290000000000001
8,2024-06-18 14:58:45,NWBI,10.87,10.87,10.87,10.87,0,0,10.870000000000001
9,2024-06-18 14:58:45,FFIC,12.03,12.03,12.03,12.03,0,0,12.030000000000001
10,2024-06-18 14:58:45,FRME,31.74,31.74,31.74,31.74,0,0,31.740000000000002
11,2024-06-18 14:58:45,FRST,9.63,9.63,9.63,9.63,0,0,9.63
12,2024-06-18 14:58:45,FLIC,9.63,9.63,9.63,9.63,0,0,9.63
13,2024-06-18 14:58:45,FISI,17.59,17.59,17.59,17.59,0,0,17.59
14,2024-06-18 14:58:45,RBB,17.2,17.2,17.2,17.2,0,0,17.2
15,2024-06-18 14:58:45,OCFC,14.83,14.83,14.83,14.83,0,0,14.83
16,2024-06-18 14:58:45,KBH,69.75,69.75,69.75,69.75,0,0,69.75
17,2024-06-18 14:58:45,WSBC,26.56,26.56,26.56,26.56,0,0,26.560000000000002
18,2024-06-18 14:58:45,SFST,26.55,26.55,26.55,26.55,0,0,26.55
19,2024-06-18 14:58:45,PPBI,21.07,21.07,21.07,21.07,0,0,21.07
20,2024-06-18 14:58:45,TCBK,37.15,37.15,37.15,37.15,0,0,37.15
21,2024-06-18 14:58:45,TCMD,11.49,11.49,11.49,11.49,0,0,11.49
22,2024-06-18 14:58:45,THFF,35.62,35.62,35.62,35.62,0,0,35.62
23,2024-06-18 14:58:45,CNOB,17.65,17.65,17.65,17.65,0,0,17.650000000000002
24,2024-06-18 14:58:45,CIVB,13.85,13.85,13.85,13.85,0,0,13.85
25,2024-06-18 14:58:45,CAC,31.93,31.93,31.93,31.93,0,0,31.93
26,2024-06-18 14:58:45,TPH,37.11,37.11,37.11,37.11,0,0,37.11
27,2024-06-18 14:58:45,TMHC,54.75,54.75,54.75,54.75,0,0,54.75
28,2024-06-18 14:58:45,TMP,45.11,45.11,45.11,45.11,0,0,45.11
29,2024-06-18 14:58:45,MNTS,0.4905,0.4905,0.4905,0.4905,0,0,0.4905
30,2024-06-18 14:58:45,MYFW,17.13,17.13,17.13,17.13,0,0,17.13
31,2024-06-18 14:58:45,PHM,111.14,111.14,111.14,111.14,0,0,111.14
32,2024-06-18 14:58:50,DCOM,18.48,18.48,18.48,18.48,0,0,18.48
33,2024-06-18 14:58:50,IBTX,43.11,43.11,43.11,43.11,0,0,43.11
34,2024-06-18 14:58:50,NWBI,10.87,10.87,10.87,10.87,0,0,10.870000000000001
35,2024-06-18 14:58:50,LILAK,8.32,8.32,8.32,8.32,0,0,8.32
36,2024-06-18 14:58:50,LILA,8.29,8.29,8.29,8.29,0,0,8.290000000000001
37,2024-06-18 14:58:50,RBB,17.2,17.2,17.2,17.2,0,0,17.2
38,2024-06-18 14:58:50,FFIC,12.03,12.03,12.03,12.03,0,0,12.030000000000001
39,2024-06-18 14:58:50,FRME,31.74,31.74,31.74,31.74,0,0,31.740000000000002
